Kennzeichen,Beispiel
HJA,Gießwerkzeug
HJA,3D Drucker
HJB,Urformobjekt aus festem Anfangsmaterialzustand
HJB,Presse
HJB,3D Drucker
HJB,Spanplattenpresse
HJB,Sinterpresse
HK,Stoffbearbeitungsobjekt für Oberflächenbehandlung
HK,Oberflächenbehandlungsobjekt
HKA,Oberflächenbehandlungsobjekt durch Vorbereitung
HKA,Oberflächenvorbereitungsmaschine
HKA,Geschirrspüler
HKA,Staubsauger
HKA,Dusche
HKA,Ultraschall Entfetter
HKA,Dampfentfetter
HKA,Fensterwischer
HKB,Oberflächenbehandlungsobjekt durch Modifikation
HKB,Oberflächenmodifkationsmaschine
HKB,Poliermaschine
HKB,Hämmermaschine
HKB,Polierer
HKB,Sandpapier
HKB,Drahtbürste
HKC,Oberflächenbehandlungsobjekt durch Beschichtung
HKC,Oberflächenbeschichtungmaschine
HKC,Luftpistole
HKC,Eloxierer
HKC,elektrostatischebeschichtungsmaschine
HKC,Ölbeschichtungsmaschine
HL,Stoffbearbeitungsobjekt durch Fügen oder Montieren
HL,Montierobjekt
HLA,Montierobjekt zur physikalischen Montage
HLA,Montageroboter
HLB,Montierobjekt zum mechanischen Fügen
HLB,Mechanische Fügemaschine
HLB,Crimpmaschine
HLB,Reibschweißmaschine
HLB,Druck/kaltschweißer
HLB,Ultraschallschweißmaschine
HLC,Montierobjekt zum thermischen Fügen
HLC,Thermalschweißmaschine
HLC,Lichtbogenschweißgerät
HLC,Induktionslötmaschine
HLC,Lötmaschine
HLD,Montierobjekt zum chemischen Fügen
HLD,Chemische Fügemaschine
HLD,Klebmaschine
HM,Stoffbearbeitungsobjekt zum erzwungenen Trennen vermischter Substanzen
HM,Krafttrennobjekt
HMA,Krafttrennobjekt zum Trennen von Partikeln durch Gravitation
HMA,Absetzbecken
HMB,Krafttrennobjekt zum Rotieren von Substanzen in einer Rotationskammer
HMB,Zentrifuge
HMC,Krafttrennobjekt zum Rotieren von Substanzen in einer festen Kammer
HMC,Zyklon
HMC,Hydrozyklon
HP,Stoffbearbeitungsobjekt zum thermischen Trennen vermischter Substanzen
HP,Thermisches Trennobjekt
HPA,Thermisches Trennobjekt zum Entfernen von Feuchtigkeit
HPA,Trockner
HPB,Thermisches Trennobjekt zur Erzeugung der Dampfform einer Flüssigkeit
HPB,Destilliersäule
HPB,Destilliergerät
HPB,Verdampfer
HQ,Stoffbearbeitungsobjekt zum mechanischen Trennen von vermischten Substanzen
HQ,Mechanisches Trennobjekt
HQA,Mechanisches Trennobjekt zum Entfernen von Substanzen von der Oberfläche von Flüssigkeiten
HQA,Abstreifer
HQB,Mechanisches Trennobjekt für Partikel basierend auf deren Größe und Form
HQB,Trenngitter
HQB,Beutelfilter
HQB,Filter
HQB,Rechen
HQB,Sack
HR,Stoffbearbeitungsobjekt zum elektromagnetischen Trennen von vermischten Substanzen
HR,Elektrisches oder magnetisches Trennobjekt
HRA,Elektrisches oder magnetisches Trennobjekt mit einem elektrischen Feld
HRA,Elektrostatischer Separator
HRA,elektrostatischer Filter
HRB,Elektrisches oder magnetisches Trennobjekt mit einem magnetischen Feld
HRB,Magnetabscheider
HS,Stoffbearbeitungsobjekt zum chemischen Trennen von vermischten Substanzen
HS,Chemisches Trennobjekt
HSA,Chemisches Trennobjekt zum Ionenaustausch
HSA,Ionenaustauscher
HSA,Elektrolysator
HSB,Chemisches Trennobjekt zur Absorption
HSB,Absorber
HSB,Absorptionswäscher
HSC,Chemisches Trennobjekt zur Adsorption
HSC,Adsorber
HU,"Stoffbearbeitungsobjekt, mit dem festes Material zerkleinert wird"
HU,Schleif und Zerkleinerungsobjekt
HUA,"Schleif und Zerkleinerungsobjekt für weiche, mittelharte, fasrige und feste Stoffe"
HUA,Schneidmaschine
HUA,Abfallzerkleinerer
HUB,Schleif und Zerkleinerungsobjekt zum Verarbeiten von Teilen in präzise Größen und Formen
HUB,Mühle
HUB,Getreidemühle
HUB,Wassermühle
HUC,Schleif und Zerkleinerungsobjekt für Steine
HUC,Brechwerk
HUC,Steinbrecher
HV,"Stoffbearbeitungsobjekt, mit dem größere Formen von Material erzeugt werden"
HV,Anhäufungsobjekt
HVA,Anhäufungsobjekt zum Komprimieren oder Formen eines Materials in Pelletform
HVA,Pelletiergerät
HVB,"Anhäufungsobjekt zum Ermöglichen eines Prozesses, bei dem Kolloide in Flockenform gebracht werden"
HVB,Flokkuliergerät
HVB,Flokkulierapparat
HW,"Stoffbearbeitungsobjekt, mit dem verschiedene Substanzen gemischt werden"
HW,Mischobjekt
HWA,"Mischobjekt, mit dem aus einer Substanz eine andere Substanz mit neuen Eigenschaften erzeugt wird"
HWA,Mischer
HWA,Knetmaschine
HWB,Mischobjekt zur Erzeugung einer feuchten gasförmigen Substanz
HWB,Befeuchter
HX,"Stoffbearbeitungsobjekt, mit dem durch chemische oder biologische Reaktion neues Material erzeugt wird"
HX,Reaktionsobjekt
HXA,Reaktionsobjekt zum Erzeugen und Kontrollieren einer chemischen Reaktion
HXA,Chemiereaktor
HXA,Vergaser
HXB,Reaktionsobjekt zum Erzeugen und Kontrollieren einer biologischen Reaktion
HXB,Fermentierer
KE,Informationsverarbeitendes Objekt zur Verarbeitung elektrischer Signale
KE,Elektrische Signale verarbeitendes Objekt
KEA,Elektrisches Signalverarbeitungsobjekt zur Bedienung durch Menschen
KEA,Computer
KEA,Pc
KEA,Personal Computer
KEA,Tablet Computer
KEC,Elektrisches Signalverarbeitungsobjekt zur Eingabe/Ausgabe in Geräten ohne Bedienung durch Menschen
KEC,Kommunikationsgerät
KEC,Ethernetkarte
KEC,Firewirekarte
KEC,I/O Gerät
KEC,I/O Modul
KEC,USB Karte
KEB,Elektrisches Signalverarbeitungsobjekt zur Steuerung von Geräten ohne Bedienung durch Menschen
KEB,Steuerungseinheit
KEB,Zentrale VerarbeitungseinheitCPU
KEB,Distanzschutz und –steuereinheit
KEB,speicherprogrammierbareSteuerung SPS
KEB,Fernbedienungsmodul RTU
KEB,Synchronisierungsgerät
KEB,Synchronisierungsrelais
KEC,Elektrisches Signalverarbeitungsobjekt zur Eingabe/Ausgabe in Geräten ohne Bedienung durch Menschen
KEC,Kommunikationsgerät
KEC,Ethernetkarte
KEC,Firewirekarte
KEC,I/ogerät
KEC,I/omodul
KEC,Usbkarte
KED,Elektrisches Signalverarbeitungsobjekt zur Weiterleitung von Signalen zwischen Datennetzen ohne Bedienung durch Menschen
KED,Router
KED,Datennetzgateway
KED,Firewall
KED,Sicherheitsgerät
KEE,"Elektrisches Signalverarbeitungsobjekt zum Speichern der Informationen, die durch die Eingabe eines Speichergeräts bereitgestellt wurden, ohne Bedienung durch Menschen"
KEE,Kartenschreibgerät
KEE,CD Brenner
KEE,Schreibgerät füroptische Platten
KEE,Tonbandgerät
KF,Informationsverarbeitendes Objekt zur Weiterleitung elektrischer Signale
KF,Elektrische Signale weiterleitendes Objekt
KFA,Elektrische Signale weiterleitendes Objekt zur verzögerungsfreien Weiterleitung
KFA,Relais
KFA,Koppler
KFB,Elektrische Signale weiterleitendes Objekt zur verzögerten Weiterleitung
KFB,Zeitrelais
KFC,Elektrische Signale weiterleitendes Objekt zur Umwandlung des Eingangssignals in ein verstärktes Ausgangssignal
KFC,Repeater
KFD,Elektrische Signale weiterleitendes Objekt zur Überbrückung mehrerer Datennetzwerksegmente
KFD,Elektrische Netzwerkbrücke
KFE,Elektrische Signale weiterleitendes Objekt zum Weiterleiten der Eingabe an bestimmte Geräte innerhalb eines Datennetzwerks
KFE,Elektrischer Netzwerkschalter
KG,Informationsverarbeitendes Objekt für optische Signale
KG,Optisches Signalobjekt
KGA,Optisches Signalobjekt zum Weiterleiten der Eingabe an bestimmte Geräte innerhalb eines optischen Netzwerks
KGA,Optischer Netzwerkschalter
KGB,Optisches Signalobjekt zum Weiterleiten von Datenpaketen zwischen Computernetzwerken
KGB,Optischer Router
KGC,Optisches Signalobjekt zur Umwandlung des Eingangssignals in ein verstärktes Ausgangssignal
KGC,Optischer Repeater
KH,Informationsverarbeitendes Objekt für fluidische Signale
KH,Fluidisches Signalobjekt
KHA,Flüssigkeitssignalobjekt zur Rückkopplungskontrolle
KHA,Flüssigkeitsregler
KHB,Flüssigkeitssignalobjekt zur Weiterleitung von Signalen
KHB,Steuerventil
KJ,Informationsverarbeitendes Objekt für mechanische Signale
KJ,Mechanisches Signalobjekt
KJA,Mechanisches Signalobjekt zur Anpassung eines Luft oder Flüssigkeitsflusses
KJA,Mechanischer Regler
KJB,Mechanisches Signalobjekt zum Sperren/Entsperren eines Verriegelungsmechanismus
KJB,Schließzylinder
KJC,Mechanisches Signalobjekt zur Erzeugung eines binären Zustands eines mechanischen Geräts
KJC,Schlüsselcodegerät
KZ,Informationsverarbeitendes Objekt für mehrere Signale
KZ,Mehrfachsignalobjekt
KZA,MehrfachSignalobjekt zum Weiterleiten des Eingangs in spezifische Geräte
KZA,Mehrfachschalter
MA,"Antriebsobjekt in Form von Drehmoment, angetrieben durch elektromagnetische Kraft"
MA,Elektromagnetisches rotationsantriebsobjekt
MAA,Elektromagnetisches Rotationsantriebsobjekt zur Erzeugung einer kontinuierlichen Rotation
MAA,Elektromotor
MAA,Wechselstrommotor
MAA,Asynchronmotor
MAA,Gleichstrommotor
MAA,Induktionsmotor
MAA,PM Motor
MAA,Servomotor
MAA,Synchronmotor
MAB,Elektromagnetisches Rotationsantriebsobjekt zur Erzeugung diskreter Rotationsschritte
MAB,Schrittmotor
MB,"Antriebsobjekt in Form von linearer Kraft, angetrieben durch elektromagnetische Kraft"
MB,Elektromagnetisches linearantriebsobjekt
MBA,Elektromagnetisches Linearantriebsobjekt zur Erzeugung einer kontinuierlichen Bewegung
MBA,Linearmotor
MBB,Elektromagnetisches Linearantriebsobjekt zur Erzeugung diskreter Schritte
MBB,Elektromagnet
MBB,Stellantrieb
MBB,Magnetventil
MC,"Antriebsobjekt, angetrieben durch magnetische Kraft"
MC,Magnetkraftantriebsobjekt
MCA,MagnetkraftAntriebsobjekt mit Permanentmagnet
MCA,Permanentmagnet
MD,"Antriebsobjekt, angetrieben durch piezoelektrische Kraft"
MD,Piezoelektrisches Antriebsobjekt
MDA,Piezoelektrisches Antriebsobjekt mit piezoelektrischem Kristall
MDA,Piezoelektrischer Motor
MDA,piezoelektrischer Aktor
ML,"Antriebsobjekt, angetrieben durch mechanische Energie"
ML,Durch mechanische Energie angetriebenes Objekt
MLA,Durch mechanische Energie angetriebenes Objekt zur Freisetzung von Gravitationsenergie
MLA,Gravitationsenergieantrieb
MLA,Achterbahn
MLB,Durch mechanische Energie angetriebenes Objekt zur Freisetzung von elastischer Energie
MLB,Elastischer Energieantrieb
MLB,federbetriebenes Gerät
MLC,Durch mechanische Energie angetriebenes Objekt in Form von kinetischer Energie in Luftgebläsen
MLC,Windturbine
MLD,Durch mechanische Energie angetriebenes Objekt in Form von kinetischer Energie in fließendem Wasser
MLD,Wasserturbine
MLE,Durch mechanische Energie angetriebenes Objekt in Form von kinetischer Energie und Reaktionskraft in strömenden und sich ausdehnenden Gasen
MLE,Gasturbine
MM,"Antriebsobjekt, angetrieben durch Flüssigkeitsverdrängung oder Druck"
MM,Flüssigkeitsbetriebenes Objekt
MMA,"Flüssigkeitsbetriebenes Objekt, dessen Bewegung einem flüssigen Volumen entspricht"
MMA,Hydraulikzylinder
MMB,Flüssigkeitsbetriebenes Objekt: Bewegung zu Endpositionen abhängig vom Gasdruck
MMB,Pneumatikzylinder
MMC,Flüssigkeitsbetriebenes Objekt: Rotation durch eine fließende Flüssigkeit
MMC,Hydraulikmotor
MMD,Flüssigkeitsbetriebenes Objekt zur Erzeugung von Rotation durch komprimiertes Gas
MMD,Pneumatikmotor
MS,"Antriebsobjekt, angetrieben durch Verbrennung von Brennstoffen"
MS,Verbrennungsmotor
MSA,"Verbrennungsmotor mit Zylindern und Kolben, die durch Funkenzündung angetrieben werden"
MSA,Ottomotor
MSB,"Verbrennungsmotor mit Zylindern und Kolben, die durch Verdichtung angetrieben werden"
MSB,Dieselmotor
MSC,"Verbrennungsmotor in einem kreisförmigen Gehäuse mit exzentrischem Rotationskolben, der durch Funkenzündung angetrieben werden"
MSC,Wankelmotor
MT,"Antriebsobjekt, angetrieben durch eine externe Wärmequelle"
MT,Wärmemaschine
MTA,"Wärmemaschine, die ausgedehnten Dampf verwendet, der auf einen Kolben wirkt"
MTA,Dampfmotor
MTB,Wärmemaschine mit zwei Kolben innerhalb eines erwärmten und eines gekühlten Zylinders oder Zylinderteils
MTB,Stirlingmotor
NAA,"Füllobjekt, das Lichtdurchlass ermöglicht"
NAA,Scheibe
NAB,"Füllobjekt, das den Durchlass von Licht und Feststoffen verhindert"
NAB,Panel
NAC,"Füllobjekt, das Flüssigkeitsdurchlass ermöglicht"
NAC,Gitter
NAD,"Füllobjekt, das Flüssigkeitsdurchlass verhindert"
NAD,Abdichtungsmittel
NAD,Dichtung
NAD,Buchse
NAD,Mörtel
NB,Abdeckungsobjekt durch Schließen einer Öffnung
NB,Schließungsobjekt
NBA,Schließungsobjekt für eine Tür
NBA,Türflügel
NBB,Schließungsobjekt für eine große Tür
NBB,Flügel einer großen Tür
NBC,Schließungsobjekt in einer Umschließung
NBC,Gehäuseklappe
NBC,Kabinentür
NBC,Schranktür
NBC,Wartungsklappe
NBC,Tankdeckel
NBD,Schließungsobjekt für ein Tor
NBD,Torflügel
NBE,Schließungsobjekt für eine Luke
NBE,Lukenabdeckung
NBE,Blende
NBE,Gehäusedeckel
NC,Abdeckungsobjekt durch Abschlussstrukturen
NC,Abschlussobjekt
NCA,Endabschlussobjekt für einen Bürgersteig
NCA,Pflaster
NCB,Endabschlussobjekt für eine Wand
NCB,Wandabdeckung
NCC,Endabschlussobjekt für einen Boden
NCC,Bodenbelag
NCD,Endabschlussobjekt für eine Decke
NCD,Deckenschicht
NCE,Endabschlussobjekt für ein Dach
NCE,Bedachung
NCF,Endabschlussobjekt für eine Öffnung
NCF,Fenstersims
NCF,Fensterbrett
NCG,Endabschlussobjekt für eine bewachsene Fläche
NCG,Pflanzenmatte
NCG,Rasenboden
NCH,Endabschlussobjekt zur Bildung der äußeren Form eines Objekts
NCH,Oberflächenformobjekt
NCH,Luftfahrzeugverkleidung
NCH,Luftfahrzeugbeplankung
NCH,Rumpfverkleidung
NCH,Kraftfahrzeugkarosserieteile
NCH,Cockpitverkleidung
NCH,Motorradverkleidung
NCH,unbelasteterumpfplatte
ND,Abdeckungsobjekt zum Abschließen eines anderen Objekts
ND,Abschließungsobjekt
NDA,Abschließungsobjekt zur Begrenzung der Bürgersteigkante oder eines bewachsenen Bereichs
NDA,Bordsteinkante
NDA,Rasenkante
NDA,Pflanzenbeetkante
NDB,Abschließungsobjekt zur Begrenzung der Kante einer Wand
NDB,Krone
NDB,Umbördelung
NDB,Wandoberseite
NDC,Abschließungsobjekt zur Begrenzung der Kante eines Bodens
NDC,Zwischenbodenkante
NDD,Abschließungsobjekt zur Begrenzung der Kante einer Decke
NDD,Deckenkante
NDE,Abschließungsobjekt zur Begrenzung der Kante eines Dachs
NDE,Stirnbrett
NDE,Ortgang
NE,Abdeckungsobjekt zum Verdecken von Fugen und Übergängen
NE,Verdeckungsobjekt
NEA,Verdeckungsobjekt zwischen einer Wand und Decke
NEA,Deckenverkleidung
NEB,Verdeckungsobjekt zwischen einer Wand und einem Boden
NEB,Fußleiste
NEB,Sockelleiste
NEC,Verdeckungsobjekt zwischen zwei Wänden
NEC,Wandeckenverkleidung
NED,Verdeckungsobjekt auf einem Dach
NED,Abdeckblech
NED,Traufe
NED,Firstabdeckung
NED,Dachabdeckblech
NEE,Verdeckungsobjekt um eine Öffnung herum
NEE,Auskleidung
NEE,Architrav
NEE,Muffe
PF,Präsentierobjekt in sichtbarer Form diskreter Zustände
PF,Sichtbare Zustandsanzeige
PFA,Sichtbare Zustandsanzeige unter Verwendung von Licht
PFA,Signallampe
PFA,Verkehrslichtzeichen
PFB,Sichtbare Zustandsanzeige unter Verwendung mechanischer Positionen
PFB,Stellungsanzeiger
PG,Präsentierobjekt in sichtbarer Form einer einzelnen Skalarvariablen
PG,Skalaranzeige
PGA,Skalaranzeige zur Anzeige elektrischer Spannung
PGA,Spannungsmessinstrument
PGB,Skalaranzeige zur Anzeige von Widerstand oder Leitfähigkeit
PGB,Widerstandsanzeige
PGC,Skalaranzeige zur Anzeige von Strom
PGC,Amperemeter
PGD,Skalaranzeige zur Anzeige von Dichte
PGD,Dichteanzeige
PGE,Skalaranzeige zur Anzeige eines Felds
PGE,Feldanzeige
PGF,Skalaranzeige zur Anzeige von Durchfluss
PGF,Durchflussmesser
PGG,Skalaranzeige zur Anzeige einer räumlichen Dimension und Position
PGG,Dimensionsanzeige
PGG,Winkelanzeige
PGG,Positionsanzeige
PGH,Skalaranzeige zur Anzeige von Energie
PGH,Energiezähler
PGH,Blindverbrauchszähler
PGH,Wattstundenzähler
PGJ,Skalaranzeige zur Anzeige elektrischer Energie
PGJ,Leistungsmessinstrument
PGJ,Blindleistungsmessgerät
PGK,Skalaranzeige zur Anzeige von Zeit
PGK,Uhr
PGL,Skalaranzeige zur Anzeige von Füllständen
PGL,Füllstandsanzeige
PGL,Sichtglas
PGM,Skalaranzeige zur Anzeige von Feuchte
PGM,Feuchteanzeige
PGM,Hygrometer
PGP,Skalaranzeige zur Anzeige von Druck
PGP,Druckanzeige
PGP,Barometer
PGP,Manometer
PGQ,Skalaranzeige zur Anzeige von Substanzkonzentration
PGQ,Konzentrationsanzeige
PGR,Skalaranzeige zur Anzeige von Strahlung
PGR,Elektromagnetwellenanzeige
PGS,Skalaranzeige zur Anzeige eines Zeitbereichs
PGS,Frequenzmessgerät
PGT,Skalaranzeige zur Anzeige von Temperatur
PGT,Temperaturanzeige
PGV,Skalaranzeige zur Anzeige des Unterschieds zwischen Wirkleistung und Blindleistung
PGV,Cosphimeter
PGW,"Skalaranzeige zur Anzeige von Gewicht, Kraft oder Drehmoment"
PGW,Kraftanzeige
PGX,Skalaranzeige zur Anzeige von Schall
PGX,Audiospektrometer
PGZ,Skalaranzeige zur Anzeige der Anzahl an Ereignissen
PGZ,Mengenmessgerät
PH,"Präsentierobjekt in sichtbarer Form durch Bilder, Symbole, Text oder physikalische Eigenschaften"
PH,Grafische Anzeige
PHA,Grafische Anzeige mit dynamischer Oberfläche
PHA,Display
PHA,Tafel
PHA,Whiteboard
PHA,Bildschirm
PHB,Grafische Anzeige mit an einem anderen Ort dargestellter dynamischer Oberfläche
PHB,Projektor
PHC,Grafische Anzeige auf gedruckten Medien
PHC,Drucker
PHD,Grafische Anzeige in statischer Form auf seiner eigenen Oberfläche
PHD,Schild
PHD,Verkehrszeichen
PHE,Grafische Anzeige in statischer Form auf der Oberfläche eines anderen Objekts
PHE,Kennzeichnung
PHF,Grafische Anzeige in statischer Form aufgrund seiner physikalischen Eigenschaften
PHF,Markierungspfosten
PHF,Referenzpunkt
PJ,Präsentationsobjekt in hörbarer Form
PJ,Akustisches Gerät
PJA,Akustisches Gerät unter Verwendung der Bewegung einer Membran
PJA,Lautsprecher
PJB,Akustisches Gerät unter Verwendung eines Luftstroms
PJB,Hupe
PJC,Akustisches Gerät unter Verwendung von mechanischer Anregung des Objekts
PJC,Klingel
PK,Präsentationsobjekt in taktiler Form
PK,Taktiles Gerät
PKA,Taktiles Gerät für diskrete Zustände durch Vibration
PKA,Vibrator
PKB,Taktiles Gerät für statische Informationen
PKB,Braillezeichen
PKB,Straßenrillen
PKC,Taktiles Gerät für überlagernde Hindernisse
PKC,Warnung vor lichter Höhe
PL,Präsentationsobjekt in Ornamentform
PL,Ornamentobjekt
PLA,Ornamentobjekt als Trennung zwischen zwei Bereichen
PLA,Sims
PLB,Ornamentobjekt als räumliche Darstellung von etwas
PLB,Figur
PLC,Ornamentobjekt als herausragende Gebilde und dekorative Elemente an einer Wand
PLC,Fries
PLC,Pilaster
PLC,Stuck
PLD,"Ornamentobjekt zur Darstellung, Illustrierung oder Reproduktion eines sichtbaren Objekts auf einer Oberfläche"
PLD,Bild
PLE,"Ornamentobjekt in Form eines Stoffs, mit dem ein Teil eines anderen Objekts abgedeckt wird"
PLE,Teppich
PZ,Präsentationsobjekt in mehreren Formen
PZ,Mehrfachpräsentierobjekt
PZA,Mehrfachpräsentierobjekt für diskrete Zustände
PZA,Audiovisueller Alarm
PZB,Mehrfachpräsentierobjekt für mehrere Informatonen
PZB,Fernsehgerät
QA,Steuerobjekt für elektrischen Strom in einem Schaltkreis
QA,Stromsteuerungsobjekt
QAA,Stromsteuerungsobjekt in mechanischer Form nur unter normalen Betriebsbedingungen
QAA,Schütz
QAA,Motoranlasser
QAB,Stromsteuerungsobjekt in mechanischer Form unter normalen und unnormalen Betriebsbedingungen
QAB,Schutzschalter
QAB,Motoranlasser
QAC,Stromsteuerungsobjekt in elektronischer Form
QAC,Elektronischer Leistungsschalter
QAC,Defibrillator
QAC,Motoranlasser
QAC,Solid State Leistungstransistor
QAC,Thyristor
QAC,Röhrenleistungstransistor
QB,Steuerobjekt durch Trennen elektrischer Stromkreise
QB,Elektrisches Trennobjekt
QBA,Elektrisches Trennobjekt nur zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis
QBA,Sicherungsloser Trennschalter
QBA,Trennschalter
QBA,Lasttrennschalter
QBB,Elektrisches Trennobjekt zur mechanischen Isolation des nachgeschalteten Kreises vom vorgeschalteten Kreis und mit einer integrierten Sicherung
QBB,Gesicherter Trennschalter
QBB,Sicherungstrennschalter
QBB,Trennsicherung
QC,Steuerobjekt durch Erdung elektrischer Stromkreise
QC,Elektrisches Erdungsobjekt
QCA,Elektrisches Erdungsobjekt zum Anschluss von elektrischen Kreisen an Masse
QCA,Erdungsschalter
QM,Steuerobjekt zum Aktivieren/Deaktivieren von Flüssigkeiten in verschlossenen Umschließungen
QM,Schaltobjekt für eingeschlossene Flüssigkeiten
QMA,Schaltobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen
QMA,Flüssigkeitsabsperrventil
QMA,Absperrhahn
QMA,Hahn
QMA,Stopfen
QMB,Schaltobjekt für eingeschlossene Flüssigkeiten in Gasströmen
QMB,Gasabsperrventil
QMB,Einausklappe
QMB,Stopfen
QN,Steuerobjekt zum Variieren des Flüssigkeitsstroms in verschlossenen Umschließungen
QN,Variierobjekt für eingeschlossene Flüssigkeiten
QNA,Variierobjekt für eingeschlossene Flüssigkeiten in Flüssigkeitsströmen
QNA,Flüssigkeitssteuerventil
QNB,Variierobjekt für eingeschlossene Flüssigkeiten in Gasströmen
QNB,Gassteuerventil
QNB,Steuerklappe
QP,Steuerobjekt für Flüssigkeiten in einer offenen Umgebung
QP,Steuerobjekt für offenen Fluss
QPA,Steuerobjekt für offenen Fluss zum Variieren oder An/Ausschalten
QPA,Schleusentor
QPA,Dammplatte
QPA,Flüssigkeitsdurchgang
QPB,Steuerobjekt für offenen Fluss zum Leiten eines Flusses durch ein festes Mittel
QPB,Vortexgenerator
QPB,Stringer
QPB,Grenzschichtzaun Tragflügel
QPB,Turbulator
QPB,Wirbelerzeuger
QPC,Steuerobjekt für offenen Fluss zum Leiten eines Flusses durch ein veränderliches Mittel
QPC,Ruder
QQ,Steuerobjekt für einen Raum
QQ,Raumzugangsobjekt
QQA,Raumzugangsobjekt nur für Lichteintritt
QQA,Fenster
QQB,Raumzugangsobjekt für Eintritt von Licht und Personen
QQB,Fenstereinheit
QQC,Raumzugangsobjekt zur Durchquerung durch Personen in aufrechter Position
QQC,Tür
QQD,Raumzugangsobjekt von eingeschränkter Größe zur Durchquerung durch Personen und Güter
QQD,Luke
QQD,Notluke
QQE,Raumzugangsobjekt von erweiterter Größe zur Übertragung von Objekten
QQE,Große Tür
QQF,"Raumzugangsobjekt, teilweise"
QQF,Tor
QQF,Riegel zum Öffnen
QQG,Raumzugangsobjekt zum Blockieren des Zugangs zu einem Gleis
QQG,Vorlegerblock
QR,Steuerobjekt für feste Substanzen
QR,Variierobjekt für feste Substanzen
QRA,Variierobjekt für feste Substanzen mit rotierenden Kammern
QRA,Luftschleusendrehventil
QRA,Dosierer
QRB,Variierobjekt für feste Substanzen mit IrisÖffnung
QRB,Irisventil
QRB,Dosierer
QRC,Variierobjekt für feste Substanzen mit Scharnierklappe oder Scheibe
QRC,Klappenventil
QRC,Dosierer
QS,Steuerobjekt für mechanische Bewegung
QS,Objekt zur Steuerung mechanischer Bewegungen
QSA,Objekt zur Steuerung mechanischer Bewegungen zum Blockieren
QSA,Schloss
QSA,Verriegelungsgerät
QSB,Objekt zur Steuerung mechanischer Bewegungen zum Umschalten zwischen unterschiedlichen Gleisen
QSB,Gleisschalter
QSB,Eisenbahnweiche
QZ,Steuerobjekt in Stromkreisen unter Verwendung verschiedener Maßnahmen
QZ,Steuerobjekt mit mehreren Maßnahmen
QZA,Steuerobjekt mit mehreren Maßnahmen zum Erden oder Trennen von elektrischen Stromkreisen
QZA,Erdungs und Trennschalter
RA,Begrenzungsobjekt durch Einschränken des elektrischen Energieflusses
RA,Elektrizitätsbegrenzungsobjekt
RAA,Elektrizitätsbegrenzungsobjekt zum Blockieren des Stromflusses in eine Richtung
RAA,Diode
RAB,Elektrizitätsbegrenzungsobjekt zum Erzeugen von Induktivität in einem Stromkreis
RAB,Reaktor
RAB,Begrenzer
RAB,Reihendrosselspule
RAC,Elektrizitätsbegrenzungsobjekt zum Erzeugen von Widerstand in einem Stromkreis
RAC,Widerstand
RB,Begrenzungsobjekt durch Stabilisation eines elektrischen Energieflusses
RB,Elektrizitätsstabilisierungsobjekt
RBA,Elektrizitätsstabilisierungsobjekt zum Sicherstellen einer kontinuierlichen Stromversorgung
RBA,Unterbrechungsfreie stromversorgung
RBA,Usv
RBB,Elektrizitätsstabilisierungsobjekt zum Unterdrücken eines definierten Frequenzbereichs innerhalb eines Stromflusses
RBB,Leistungsfilter
RBC,Elektrizitätsstabilisierungsobjekt zum Bereitstellen von reaktiver Leistung
RBC,Phasenkompensator
RBC,Leistungsfaktorkorrektursystem
RBC,Leistungsfaktorkorrektureinheit
RBC,Spannungskompensator
RBD,Elektrizitätsstabilisierungsobjekt zum Unterdrücken oder Verstärken mehrerer Frequenzbereiche innerhalb eines Stromflusses
RBD,Leistungsausgleicher
RF,Begrenzungsobjekt zur Stabilisierung eines Signals
RF,Signalstabilisierungsobjekt
RFA,Signalstabilisierungsobjekt zum Unterdrücken oder Verstärken mehrerer Frequenzbereiche des Signals
RFA,Signalausgleicher
RFB,Signalstabilisierungsobjekt zum Unterdrücken eines definierten Frequenzbereichs des Signals
RFB,Signalfilter
RFB,Ferrit
RL,Begrenzungsobjekt zur Begrenzung von Bewegung
RL,Bewegungsbegrenzungsobjekt
RLA,Bewegungsbegrenzungsobjekt zum Einschränken der Bewegung eines Objekts
RLA,Sicherheitskette
RLA,Türkette
RLA,Ankerschiene
RLB,Bewegungsbegrenzungsobjekt zum Verringern und Dämpfen von Bewegungen eines Objekts
RLB,Stoßdämpfer
RLB,Gummitülle
RLC,Bewegungsbegrenzungsobjekt zum Reduzieren der Geschwindigkeit oder zum Stoppen eines anderen Objekts
RLC,Bremse
RLD,Bewegungsbegrenzungsobjekt zum Verhindern von hohen Geschwindigkeiten eines anderen Objekts
RLD,Bodenschwelle
RM,Begrenzungsobjekt zur Begrenzung des Rückflusses von Stoffen
RM,Rückflussbegrenzungsobjekt
RMA,Rückflussbegrenzungsobjekt für Flüssigkeiten
RMA,Rückschlagventil
RMB,Rückflussbegrenzungsobjekt für Gase
RMB,Klappe
RMC,Rückflussbegrenzungsobjekt für Feststoffe
RMC,Klappe
RMD,Rückflussbegrenzungsobjekt für Gerüche
RMD,Geruchsverschluss
RN,Begrenzungsobjekt zur Begrenzung des geführten Rückflusses von Stoffen
