Beispiel,Kennzeichen
Schutzversiegelung,FSG
Umweltschutzobjekt in Form einer Kapillareffekt-Schutzschicht,FSH
Materialtrennschicht,FSH
Objekt zur Bereitstellung eines steuerbaren Durchflusses,G
Erzeugungsobjekt,G
"Erzeugungsobjekt für durch mechanische Energie erzeugte
elektrische Energie",GA
"Erzeugungsobjekt für elektrische
Energie durch mechanische Energie",GA
"Erzeugungsobjekt für durch mechanische Energie erzeugte
elektrische Energie für Wechselstrom",GAA
Wechselstromgenerator,GAA
Generator,GAA
"Erzeugungsobjekt für durch mechanische Energie erzeugte
elektrische Energie für Gleichstrom",GAB
Gleichstromgenerator,GAB
Dynamo,GAB
 Generator,GAB
"Erzeugungsobjekt für durch chemische Reaktion erzeugte
elektrische Energie",GB
"Erzeugungsobjekt für elektrische
Energie durch chemische Energie",GB
"Erzeugungsobjekt für durch chemische Energie erzeugte
elektrische Energie aus einer nicht erneuerbaren Quelle",GBA
Elektrische Batterie,GBA
Batterie,GBA
"Erzeugungsobjekt für durch chemische Energie erzeugte
elektrische Energie, das kontinuierlich durch Kraftstoff oder
Oxidationsmittel angetrieben wird",GBB
Brennstoffzelle,GBB
"Erzeugungsobjekt für durch Solarenergie erzeugte elektrische
Energie",GC
"Erzeugungsobjekt für elektrische
Energie durch Sonnenenergie",GC
"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische
Energie, das wasserbasiertes Halbleitermaterial verwendet",GCA
Kristallines Photovoltaik-Modul,GCA
Solarzelle,GCA
"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische
Energie, das dünnes Folienmaterial verwendet",GCB
Dünnschicht-Photovoltaik-Modul,GCB
Solarzelle,GCB
Erzeugungsobjekt von Signalen für Informationsträger,GF
Signalerzeugungsobjekt,GF
"Signalerzeugungsobjekt mit Verwendung elektromagnetischer
Wellen",GFA
Elektromagnetwellensender,GFA
Lasersender,GFA
 Radiowellensender,GFA
Fernsehstation,GFA
Signalerzeugungsobjekt mit Drähten,GFB
Signalgenerator,GFB
Erzeugungsobjekt für kontinuierlich laufende Geräte,GL
Kontinuierliches Beförderungsobjekt,GL
Kontinuierliches Beförderungsobjekt mit Transportband,GLA
Gurtförderer,GLA
Förderband,GLA
Kontinuierliches Beförderungsobjekt mit Kette,GLB
Kettenförderer,GLB
Kontinuierliches Beförderungsobjekt mit Rollen,GLC
Rollenförderer,GLC
Kontinuierliches Beförderungsobjekt mit Antriebsschnecke,GLD
Schneckenförderer,GLD
"Kontinuierliches Beförderungsobjekt, bestehend aus
aneinandergereihten Stufen",GLE
Rolltreppe,GLE
"Kontinuierliches Beförderungsobjekt, bestehend aus
aneinandergereihten Behältern",GLF
Paternoster,GLF
"Kontinuierliches Beförderungsobjekt mit einer vibrierenden
Oberfläche",GLG
Vibrationsförderer,GLG
Erzeugungsobjekt für nicht kontinuierlich laufende Geräte,GM
"Nicht kontinuierliches
Beförderungsobjekt",GM
"Nicht kontinuierliches Beförderungsobjekt für horizontale
Bewegungen",GMA
Wagen,GMA
"Nicht kontinuierliches Beförderungsobjekt für vertikale
Bewegungen",GMB
Aufzug,GMB
Hubgerät,GMB
"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte
vertikal und/oder horizontal bewegt werden",GMC
Kran,GMC
"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte
aneinandergereiht werden",GMD
Palletierer,GMD
Stapler,GMD
Nicht kontinuierliches Beförderungsobjekt mit Förderfluss,GME
Drehscheibe,GME
"Nicht kontinuierliches Beförderungsobjekt, das Objekte durch
Vibration in einem linearen Durchfluss bewegt",GMF
Vibrationsförderer,GMF
Erzeugungsobjekt für Flüssigkeiten,GP
Flüssigkeitsstrom-Erzeugungsobjekt,GP
"Flüssigkeitsstrom-Erzeugungsobjekt zum Verdrängen
eingeschlossener Flüssigkeiten zur Auslassseite",GPA
Verdrängerpumpe,GPA
Peristaltikpumpe,GPA
 Kolbenpumpe,GPA
Rotationspumpe,GPA
 Schraubpumpe,GPA
Vakuumpumpe,GPA
"Flüssigkeitsstrom-Erzeugungsobjekt zum Steigern der
Flussgeschwindigkeit durch mechanische Bewegung",GPB
Spumpe,GPB
Axiale Strömungspumpe,GPB
 Zentrifu-galpumpe,GPB
 Laufrad,GPB
 radiale Strö-mungspumpe,GPB
 Vakuumpumpe,GPB
"Flüssigkeitsstrom-Erzeugungsobjekt zum Übertragen der
kinetischen Energie eines Eingansstroms an einen
Ausgangsstrom",GPC
Strahlpumpe,GPC
"Flüssigkeitsstrom-Erzeugungsobjekt zum Konvertieren
potentieller Energie zu kinetische Energie durch Schwerkraft",GPD
Schmiervorrichtung,GPD
Öler,GPD
Erzeugungsobjekt für Gas,GQ
Gasstrom-Erzeugungsobjekt,GQ
"Gasstrom-Erzeugungsobjekt zum Verdrängen
eingeschlossener Gase zur Auslassseite",GQA
Gaskompressor,GQA
"Gasstrom-Erzeugungsobjekt zum Steigern der
Flussgeschwindigkeit durch mechanische Bewegung",GQB
Mechanischer Ventilator,GQB
Luftvorhang,GQB
 geschlossener Pro-pellerlüfter,GQB
 offener Propellerlüfter,GQB
Propeller,GQB
 Käfigläuferlüfter,GQB
Ventilator,GQB
"Gasstrom-Erzeugungsobjekt zum Übertragen der kinetischen
Energie eines Eingansstroms an einen Ausgangsstrom",GQC
Gasstrahler,GQC
"Erzeugungsobjekt für durch Solarenergie erzeugte
Wärmeenergie",GR
"Erzeugungsobjekt für durch
Solarenergie erzeugte
Wärmeenergie",GR
"Erzeugungsobjekt für durch Solarenergie erzeugte
Wärmeenergie in einem thermischen Flüssigkeitsdurchfluss",GRA
Solarpanel,GRA
Flachsolarpanel,GRA
"Erzeugungsobjekt für durch Solarenergie erzeugte
Wärmeenergie, das einen Flüssigkeitsdurchfluss erzeugt",GRB
Solarturm,GRB
Objekt zur Behandlung von Stoffen,H
Stoffbearbeitungsobjekt,H
Stoffbearbeitungsobjekt durch Urformen,HJ
Urformobjekt,HJ
Urformobjekt aus flüssigem Anfangsmaterialzustand,HJA
Gießwerkzeug,HJA
3D-Drucker,HJA
Urformobjekt aus festem Anfangsmaterialzustand,HJB
Presse,HJB
3D-Drucker,HJB
 Spanplattenpresse,HJB
Sinterpresse,HJB
Stoffbearbeitungsobjekt für Oberflächenbehandlung,HK
Oberflächenbehandlungsobjekt,HK
Oberflächenbehandlungsobjekt durch Vorbereitung,HKA
Oberflächenvorbereitungsmaschine,HKA
Geschirrspüler,HKA
 Staubsauger,HKA
Dusche,HKA
 Ultraschall-Entfetter,HKA
Dampf-Entfetter,HKA
 Fensterwischer,HKA
Oberflächenbehandlungsobjekt durch Modifikation,HKB
Oberflächenmodifkationsmaschine,HKB
Poliermaschine,HKB
Hämmermaschine,HKB
 Polierer,HKB
Sandpapier,HKB
 Drahtbürste,HKB
Oberflächenbehandlungsobjekt durch Beschichtung,HKC
Oberflächenbeschichtungmaschine,HKC
Luftpistole,HKC
 Eloxierer,HKC
elektrostatischeBeschichtungsmaschine,HKC
Ölbeschichtungsmaschine,HKC
Stoffbearbeitungsobjekt durch Fügen oder Montieren,HL
Montierobjekt,HL
Montierobjekt zur physikalischen Montage,HLA
Montageroboter,HLA
Montierobjekt zum mechanischen Fügen,HLB
Mechanische Fügemaschine,HLB
Crimpmaschine,HLB
Reibschweißmaschine,HLB
 Druck-/Kalt-schweißer,HLB
Ultraschallschweißmaschine,HLB
"Montierobjekt zum t
hermischen Fügen",HLC
Thermalschweißmaschine,HLC
Lichtbogenschweißgerät,HLC
Induktionslötmaschine,HLC
Lötmaschine,HLC
Montierobjekt zum chemischen Fügen,HLD
Chemische Fügemaschine,HLD
Klebmaschine,HLD
"Stoffbearbeitungsobjekt zum erzwungenen Trennen vermischter
Substanzen",HM
Krafttrennobjekt,HM
Krafttrennobjekt zum Trennen von Partikeln durch Gravitation,HMA
Absetzbecken,HMA
"Krafttrennobjekt zum Rotieren von Substanzen in einer
Rotationskammer",HMB
Zentrifuge,HMB
"Krafttrennobjekt zum Rotieren von Substanzen in einer festen
Kammer",HMC
Zyklon,HMC
Hydrozyklon,HMC
"Stoffbearbeitungsobjekt zum thermischen Trennen vermischter
Substanzen",HP
Thermisches Trennobjekt,HP
Thermisches Trennobjekt zum Entfernen von Feuchtigkeit,HPA
Trockner,HPA
"Thermisches Trennobjekt zur Erzeugung der Dampfform einer
Flüssigkeit",HPB
Destilliersäule,HPB
Destilliergerät,HPB
 Verdampfer,HPB
"Stoffbearbeitungsobjekt zum mechanischen Trennen von
vermischten Substanzen",HQ
Mechanisches Trennobjekt,HQ
"Mechanisches Trennobjekt zum Entfernen von Substanzen von
der Oberfläche von Flüssigkeiten",HQA
Abstreifer,HQA
"Mechanisches Trennobjekt für Partikel basierend auf deren
Größe und/oder Form",HQB
Trenngitter,HQB
Beutelfilter,HQB
 Filter,HQB
 Rechen,HQB
 Sack,HQB
"Stoffbearbeitungsobjekt zum elektromagnetischen Trennen von
vermischten Substanzen",HR
"Elektrisches oder magnetisches
Trennobjekt",HR
"Elektrisches oder magnetisches Trennobjekt mit einem
elektrischen Feld",HRA
Elektrostatischer Separator,HRA
elektrostatischer Filter,HRA
"Elektrisches oder magnetisches Trennobjekt mit einem
magnetischen Feld",HRB
Magnetabscheider,HRB
"Stoffbearbeitungsobjekt zum chemischen Trennen von
vermischten Substanzen",HS
Chemisches Trennobjekt,HS
Chemisches Trennobjekt zum Ionenaustausch,HSA
Ionenaustauscher,HSA
Elektrolysator,HSA
Chemisches Trennobjekt zur Absorption,HSB
Absorber,HSB
Absorptionswäscher,HSB
Chemisches Trennobjekt zur Adsorption,HSC
Adsorber,HSC
"Stoffbearbeitungsobjekt, mit dem festes Material zerkleinert
wird",HU
Schleif- und Zerkleinerungsobjekt,HU
"Schleif- und Zerkleinerungsobjekt für weiche, mittelharte,
fasrige und feste Stoffe",HUA
Schneidmaschine,HUA
Abfallzerkleinerer,HUA
"Schleif- und Zerkleinerungsobjekt zum Verarbeiten von Teilen
in präzise Größen und Formen",HUB
Mühle,HUB
Getreidemühle,HUB
 Wassermühle,HUB
Schleif- und Zerkleinerungsobjekt für Steine,HUC
Brechwerk,HUC
Steinbrecher,HUC
"Stoffbearbeitungsobjekt, mit dem größere Formen von Material
erzeugt werden",HV
Anhäufungsobjekt,HV
"Anhäufungsobjekt zum Komprimieren oder Formen eines
Materials in Pelletform",HVA
Pelletiergerät,HVA
"Anhäufungsobjekt zum Ermöglichen eines Prozesses, bei dem
Kolloide in Flockenform gebracht werden",HVB
Flokkuliergerät,HVB
Flokkulierapparat,HVB
"Stoffbearbeitungsobjekt, mit dem verschiedene Substanzen
gemischt werden",HW
Mischobjekt,HW
"Mischobjekt, mit dem aus einer Substanz eine andere Substanz
mit neuen Eigenschaften erzeugt wird",HWA
Mischer,HWA
Knetmaschine,HWA
"Mischobjekt zur Erzeugung einer feuchten gasförmigen
Substanz",HWB
Befeuchter,HWB
"Stoffbearbeitungsobjekt, mit dem durch chemische oder
biologische Reaktion neues Material erzeugt wird",HX
Reaktionsobjekt,HX
"Reaktionsobjekt zum Erzeugen und Kontrollieren einer
chemischen Reaktion",HXA
Chemiereaktor,HXA
Vergaser,HXA
"Reaktionsobjekt zum Erzeugen und Kontrollieren einer
biologischen Reaktion",HXB
Fermentierer,HXB
"Objekt zur Verarbeitung von Eingangssignalen und
Bereitstellung eines geeigneten Ausgangs",K
Informationsverarbeitungsobjekt,K
"Informationsverarbeitendes Objekt zur Verarbeitung
elektrischer Signale",KE
"Elektrische Signale verarbeitendes
Objekt",KE
"Elektrisches Signalverarbeitungsobjekt zur Bedienung durch
Menschen",KEA
Computer,KEA
PC,KEA
 Personal-Computer,KEA
 Tablet-Computer,KEA
"Elektrisches Signalverarbeitungsobjekt zur Eingabe/Ausgabe in
Geräten ohne Bedienung durch Menschen",KEC
Kommunikationsgerät,KEC
Ethernet-Karte,KEC
 FireWire-Karte,KEC
I/O-Gerät,KEC
 I/O-Modul,KEC
 USB-Karte,KEC
"Elektrisches Signalverarbeitungsobjekt zur Steuerung von
Geräten ohne Bedienung durch Menschen",KEB
Steuerungseinheit,KEB
Zentrale Verarbeitungseinheit(CPU),KEB
 Distanzschutz- und –steuer-einheit,KEB
 speicherprogrammierbareSteuerung (SPS),KEB
Fernbedienungsmodul (RTU),KEB
Synchronisierungsgerät,KEB
Synchronisierungsrelais,KEB
"Elektrisches Signalverarbeitungsobjekt zur Eingabe/Ausgabe in
Geräten ohne Bedienung durch Menschen",KEC
Kommunikationsgerät,KEC
Ethernet-Karte,KEC
 FireWire-Karte,KEC
I/O-Gerät,KEC
 I/O-Modul,KEC
 USB-Karte,KEC
"Elektrisches Signalverarbeitungsobjekt zur Weiterleitung von
Signalen zwischen Datennetzen ohne Bedienung durch
Menschen",KED
Router,KED
Datennetz-Gateway,KED
 Firewall,KED
Sicherheitsgerät,KED
"Elektrisches Signalverarbeitungsobjekt zum Speichern der
Informationen, die durch die Eingabe eines Speichergeräts
bereitgestellt wurden, ohne Bedienung durch Menschen",KEE
Kartenschreibgerät,KEE
CD-Brenner,KEE
 Schreibgerät füroptische Platten,KEE
 Tonbandgerät,KEE
"Informationsverarbeitendes Objekt zur Weiterleitung
elektrischer Signale",KF
"Elektrische Signale weiterleitendes
Objekt",KF
"Elektrische Signale weiterleitendes Objekt zur
verzögerungsfreien Weiterleitung",KFA
Relais,KFA
Koppler,KFA
"Elektrische Signale weiterleitendes Objekt zur verzögerten
Weiterleitung",KFB
Zeitrelais,KFB
"Elektrische Signale weiterleitendes Objekt zur Umwandlung des
Eingangssignals in ein verstärktes Ausgangssignal",KFC
Repeater,KFC
"Elektrische Signale weiterleitendes Objekt zur Überbrückung
mehrerer Datennetzwerksegmente",KFD
Elektrische Netzwerkbrücke,KFD
"Elektrische Signale weiterleitendes Objekt zum Weiterleiten der
Eingabe an bestimmte Geräte innerhalb eines Datennetzwerks",KFE
Elektrischer Netzwerkschalter,KFE
Informationsverarbeitendes Objekt für optische Signale,KG
Optisches Signalobjekt,KG
"Optisches Signalobjekt zum Weiterleiten der Eingabe an
bestimmte Geräte innerhalb eines optischen Netzwerks",KGA
Optischer Netzwerkschalter,KGA
"Optisches Signalobjekt zum Weiterleiten von Datenpaketen
zwischen Computernetzwerken",KGB
Optischer Router,KGB
"Optisches Signalobjekt zur Umwandlung des Eingangssignals
in ein verstärktes Ausgangssignal",KGC
Optischer Repeater,KGC
Informationsverarbeitendes Objekt für fluidische Signale,KH
Fluidisches Signalobjekt,KH
Flüssigkeitssignalobjekt zur Rückkopplungskontrolle,KHA
Flüssigkeitsregler,KHA
Flüssigkeitssignalobjekt zur Weiterleitung von Signalen,KHB
Steuerventil,KHB
Informationsverarbeitendes Objekt für mechanische Signale,KJ
Mechanisches Signalobjekt,KJ
"Mechanisches Signalobjekt zur Anpassung eines Luft- oder
Flüssigkeitsflusses",KJA
Mechanischer Regler,KJA
"Mechanisches Signalobjekt zum Sperren/Entsperren eines
Verriegelungsmechanismus",KJB
Schließzylinder,KJB
"Mechanisches Signalobjekt zur Erzeugung eines binären
Zustands eines mechanischen Geräts",KJC
Schlüsselcode-Gerät,KJC
Informationsverarbeitendes Objekt für mehrere Signale,KZ
Mehrfach-Signalobjekt,KZ
"Mehrfach-Signalobjekt zum Weiterleiten des Eingangs in
spezifische Geräte",KZA
Mehrfachschalter,KZA
Objekt zur Erzeugung mechanischer Bewegungen oder Kraft,M
Antriebsobjekt,M
"Antriebsobjekt in Form von Drehmoment, angetrieben durch
elektromagnetische Kraft",MA
"Elektromagnetisches
Rotationsantriebsobjekt",MA
"Elektromagnetisches Rotationsantriebsobjekt zur Erzeugung
einer kontinuierlichen Rotation",MAA
Elektromotor,MAA
Wechselstrommotor,MAA
 Asynchron-Motor,MAA
 Gleichstrommotor,MAA
Induktionsmotor,MAA
 PM-Motor,MAA
Servomotor,MAA
 Synchronmotor,MAA
"Elektromagnetisches Rotationsantriebsobjekt zur Erzeugung
diskreter Rotationsschritte",MAB
Schrittmotor,MAB
"Antriebsobjekt in Form von linearer Kraft, angetrieben durch
elektromagnetische Kraft",MB
"Elektromagnetisches
Linearantriebsobjekt",MB
"Elektromagnetisches Linearantriebsobjekt zur Erzeugung einer
kontinuierlichen Bewegung",MBA
Linearmotor,MBA
"Elektromagnetisches Linearantriebsobjekt zur Erzeugung
diskreter Schritte",MBB
Elektromagnet,MBB
Stellantrieb,MBB
 Magnetventil,MBB
"Antriebsobjekt, angetrieben durch magnetische Kraft",MC
Magnetkraft-Antriebsobjekt,MC
Magnetkraft-Antriebsobjekt mit Permanentmagnet,MCA
Permanentmagnet,MCA
"Antriebsobjekt, angetrieben durch piezoelektrische Kraft",MD
Piezoelektrisches Antriebsobjekt,MD
Piezoelektrisches Antriebsobjekt mit piezoelektrischem Kristall,MDA
Piezoelektrischer Motor,MDA
piezoelektrischer Aktor,MDA
"Antriebsobjekt, angetrieben durch mechanische Energie",ML
"Durch mechanische Energie
angetriebenes Objekt",ML
"Durch mechanische Energie angetriebenes Objekt zur
Freisetzung von Gravitationsenergie",MLA
Gravitationsenergieantrieb,MLA
Achterbahn,MLA
"Durch mechanische Energie angetriebenes Objekt zur
Freisetzung von elastischer Energie",MLB
Elastischer Energieantrieb,MLB
federbetriebenes Gerät,MLB
"Durch mechanische Energie angetriebenes Objekt in Form von
kinetischer Energie in Luftgebläsen",MLC
Windturbine,MLC
"Durch mechanische Energie angetriebenes Objekt in Form von
kinetischer Energie in fließendem Wasser",MLD
Wasserturbine,MLD
"Durch mechanische Energie angetriebenes Objekt in Form von
kinetischer Energie und Reaktionskraft in strömenden und/oder
sich ausdehnenden Gasen",MLE
Gasturbine,MLE
"Antriebsobjekt, angetrieben durch Flüssigkeitsverdrängung
oder Druck",MM
Flüssigkeitsbetriebenes Objekt,MM
"Flüssigkeitsbetriebenes Objekt, dessen Bewegung einem
flüssigen Volumen entspricht",MMA
Hydraulikzylinder,MMA
"Flüssigkeitsbetriebenes Objekt: Bewegung zu Endpositionen
abhängig vom Gasdruck",MMB
Pneumatikzylinder,MMB
"Flüssigkeitsbetriebenes Objekt: Rotation durch eine fließende
Flüssigkeit",MMC
Hydraulikmotor,MMC
"Flüssigkeitsbetriebenes Objekt zur Erzeugung von Rotation
durch komprimiertes Gas",MMD
Pneumatikmotor,MMD
"Antriebsobjekt, angetrieben durch Verbrennung von
Brennstoffen",MS
Verbrennungsmotor,MS
"Verbrennungsmotor mit Zylindern und Kolben, die durch
Funkenzündung angetrieben werden",MSA
Ottomotor,MSA
"Verbrennungsmotor mit Zylindern und Kolben, die durch
Verdichtung angetrieben werden",MSB
Dieselmotor,MSB
"Verbrennungsmotor in einem kreisförmigen Gehäuse mit
exzentrischem Rotationskolben, der durch Funkenzündung
angetrieben werden",MSC
Wankelmotor,MSC
"Antriebsobjekt, angetrieben durch eine externe Wärmequelle",MT
Wärmemaschine,MT
"Wärmemaschine, die ausgedehnten Dampf verwendet, der auf
einen Kolben wirkt",MTA
Dampfmotor,MTA
"Wärmemaschine mit zwei Kolben innerhalb eines erwärmten
und eines gekühlten Zylinders oder Zylinderteils",MTB
Stirling-Motor,MTB
"Objekt zum teilweisen oder vollständigen Abdecken eines
anderen Objekts",N
Abdeckobjekt,N
Abdeckungsobjekt durch Füllen einer Öffnung,
Füllobjekt,
"Füllobjekt, das Lichtdurchlass ermöglicht",NAA
Scheibe,NAA
"Füllobjekt, das den Durchlass von Licht und Feststoffen
verhindert",NAB
Panel,NAB
"Füllobjekt, das Flüssigkeitsdurchlass ermöglicht",NAC
Gitter,NAC
"Füllobjekt, das Flüssigkeitsdurchlass verhindert",NAD
Abdichtungsmittel,NAD
Dichtung,NAD
 Buchse,NAD
 Mörtel,NAD
Abdeckungsobjekt durch Schließen einer Öffnung,NB
Schließungsobjekt,NB
Schließungsobjekt für eine Tür,NBA
Türflügel,NBA
Schließungsobjekt für eine große Tür,NBB
Flügel einer großen Tür,NBB
Schließungsobjekt in einer Umschließung,NBC
Gehäuseklappe,NBC
Kabinentür,NBC
 Schranktür,NBC
Wartungsklappe,NBC
 Tankdeckel,NBC
Schließungsobjekt für ein Tor,NBD
Torflügel,NBD
Schließungsobjekt für eine Luke,NBE
Lukenabdeckung,NBE
Blende,NBE
 Gehäusedeckel,NBE
Abdeckungsobjekt durch Abschlussstrukturen,NC
Abschlussobjekt,NC
Endabschlussobjekt für einen Bürgersteig,NCA
Pflaster,NCA
Endabschlussobjekt für eine Wand,NCB
Wandabdeckung,NCB
Endabschlussobjekt für einen Boden,NCC
Bodenbelag,NCC
Endabschlussobjekt für eine Decke,NCD
Deckenschicht,NCD
Endabschlussobjekt für ein Dach,NCE
Bedachung,NCE
Endabschlussobjekt für eine Öffnung,NCF
Fenstersims,NCF
Fensterbrett,NCF
Endabschlussobjekt für eine bewachsene Fläche,NCG
Pflanzenmatte,NCG
Rasenboden,NCG
"Endabschlussobjekt zur Bildung der äußeren Form eines
Objekts",NCH
Oberflächenformobjekt,NCH
Luftfahrzeugverkleidung,NCH
Luftfahrzeugbeplankung,NCH
Rumpfverkleidung,NCH
Kraftfahrzeugkarosserieteile,NCH
Cockpitverkleidung,NCH
Motorradverkleidung,NCH
 unbelasteteRumpfplatte,NCH
Abdeckungsobjekt zum Abschließen eines anderen Objekts,ND
Abschließungsobjekt,ND
"Abschließungsobjekt zur Begrenzung der Bürgersteigkante
oder eines bewachsenen Bereichs",NDA
Bordsteinkante,NDA
Rasenkante,NDA
 Pflanzenbeetkante,NDA
Abschließungsobjekt zur Begrenzung der Kante einer Wand,NDB
Krone,NDB
Umbördelung,NDB
 Wandoberseite,NDB
Abschließungsobjekt zur Begrenzung der Kante eines Bodens,NDC
Zwischenbodenkante,NDC
Abschließungsobjekt zur Begrenzung der Kante einer Decke,NDD
Deckenkante,NDD
Abschließungsobjekt zur Begrenzung der Kante eines Dachs,NDE
Stirnbrett,NDE
Ortgang,NDE
Abdeckungsobjekt zum Verdecken von Fugen und Übergängen,NE
Verdeckungsobjekt,NE
Verdeckungsobjekt zwischen einer Wand und Decke,NEA
Deckenverkleidung,NEA
Verdeckungsobjekt zwischen einer Wand und einem Boden,NEB
Fußleiste,NEB
Sockelleiste,NEB
Verdeckungsobjekt zwischen zwei Wänden,NEC
Wandeckenverkleidung,NEC
Verdeckungsobjekt auf einem Dach,NED
Abdeckblech,NED
Traufe,NED
 Firstabdeckung,NED
Dachabdeckblech,NED
Verdeckungsobjekt um eine Öffnung herum,NEE
Auskleidung,NEE
Architrav,NEE
 Muffe,NEE
Objekt zur Bereitstellung wahrnehmbarer Informationen,P
Präsentierobjekt,P
Präsentierobjekt in sichtbarer Form diskreter Zustände,PF
Sichtbare Zustandsanzeige,PF
Sichtbare Zustandsanzeige unter Verwendung von Licht,PFA
Signallampe,PFA
Verkehrslichtzeichen,PFA
"Sichtbare Zustandsanzeige unter Verwendung mechanischer
Positionen",PFB
Stellungsanzeiger,PFB
"Präsentierobjekt in sichtbarer Form einer einzelnen
Skalarvariablen",PG
Skalaranzeige,PG
Skalaranzeige zur Anzeige elektrischer Spannung,PGA
Spannungsmessinstrument,PGA
Skalaranzeige zur Anzeige von Widerstand oder Leitfähigkeit,PGB
Widerstandsanzeige,PGB
Skalaranzeige zur Anzeige von Strom,PGC
Amperemeter,PGC
Skalaranzeige zur Anzeige von Dichte,PGD
Dichteanzeige,PGD
Skalaranzeige zur Anzeige eines Felds,PGE
Feldanzeige,PGE
Skalaranzeige zur Anzeige von Durchfluss,PGF
Durchflussmesser,PGF
"Skalaranzeige zur Anzeige einer räumlichen Dimension
und/oder Position",PGG
Dimensionsanzeige,PGG
Winkelanzeige,PGG
 Positionsanzeige,PGG
Skalaranzeige zur Anzeige von Energie,PGH
Energiezähler,PGH
Blindverbrauchszähler,PGH
Wattstundenzähler,PGH
Skalaranzeige zur Anzeige elektrischer Energie,PGJ
Leistungsmessinstrument,PGJ
Blindleistungsmessgerät,PGJ
Skalaranzeige zur Anzeige von Zeit,PGK
Uhr,PGK
Skalaranzeige zur Anzeige von Füllständen,PGL
Füllstandsanzeige,PGL
Sichtglas,PGL
Skalaranzeige zur Anzeige von Feuchte,PGM
Feuchteanzeige,PGM
Hygrometer,PGM
Skalaranzeige zur Anzeige von Druck,PGP
Druckanzeige,PGP
Barometer,PGP
 Manometer,PGP
Skalaranzeige zur Anzeige von Substanzkonzentration,PGQ
Konzentrationsanzeige,PGQ
Skalaranzeige zur Anzeige von Strahlung,PGR
Elektromagnetwellenanzeige,PGR
Skalaranzeige zur Anzeige eines Zeitbereichs,PGS
Frequenzmessgerät,PGS
Skalaranzeige zur Anzeige von Temperatur,PGT
Temperaturanzeige,PGT
"Skalaranzeige zur Anzeige des Unterschieds zwischen
Wirkleistung und Blindleistung",PGV
Cos-phi-Meter,PGV
"Skalaranzeige zur Anzeige von Gewicht, Kraft oder
Drehmoment",PGW
Kraftanzeige,PGW
Skalaranzeige zur Anzeige von Schall,PGX
Audiospektrometer,PGX
Skalaranzeige zur Anzeige der Anzahl an Ereignissen,PGZ
Mengenmessgerät,PGZ
"Präsentierobjekt in sichtbarer Form durch Bilder, Symbole, Text
oder physikalische Eigenschaften",PH
Grafische Anzeige,PH
Grafische Anzeige mit dynamischer Oberfläche,PHA
Display,PHA
Tafel,PHA
 Whiteboard,PHA
 Bildschirm,PHA
"Grafische Anzeige mit an einem anderen Ort dargestellter
dynamischer Oberfläche",PHB
Projektor,PHB
Grafische Anzeige auf gedruckten Medien,PHC
Drucker,PHC
"Grafische Anzeige in statischer Form auf seiner eigenen
Oberfläche",PHD
Schild,PHD
Verkehrszeichen,PHD
"Grafische Anzeige in statischer Form auf der Oberfläche eines
anderen Objekts",PHE
Kennzeichnung,PHE
"Grafische Anzeige in statischer Form aufgrund seiner
physikalischen Eigenschaften",PHF
Markierungspfosten,PHF
Referenzpunkt,PHF
Präsentationsobjekt in hörbarer Form,PJ
Akustisches Gerät,PJ
"Akustisches Gerät unter Verwendung der Bewegung einer
Membran",PJA
Lautsprecher,PJA
Akustisches Gerät unter Verwendung eines Luftstroms,PJB
Hupe,PJB
"Akustisches Gerät unter Verwendung von mechanischer
Anregung des Objekts",PJC
Klingel,PJC
Präsentationsobjekt in taktiler Form,PK
Taktiles Gerät,PK
Taktiles Gerät für diskrete Zustände durch Vibration,PKA
Vibrator,PKA
Taktiles Gerät für statische Informationen,PKB
Braille-Zeichen,PKB
Straßenrillen,PKB
Taktiles Gerät für überlagernde Hindernisse,PKC
Warnung vor lichter Höhe,PKC
Präsentationsobjekt in Ornamentform,PL
Ornamentobjekt,PL
Ornamentobjekt als Trennung zwischen zwei Bereichen,PLA
Sims,PLA
Ornamentobjekt als räumliche Darstellung von etwas,PLB
Figur,PLB
"Ornamentobjekt als herausragende Gebilde und/oder
dekorative Elemente an einer Wand",PLC
Fries,PLC
Pilaster,PLC
 Stuck,PLC
"Ornamentobjekt zur Darstellung, Illustrierung oder
Reproduktion eines sichtbaren Objekts auf einer Oberfläche",PLD
Bild,PLD
"Ornamentobjekt in Form eines Stoffs, mit dem ein Teil eines
anderen Objekts abgedeckt wird",PLE
Teppich,PLE
Präsentationsobjekt in mehreren Formen,PZ
Mehrfachpräsentierobjekt,PZ
Mehrfachpräsentierobjekt für diskrete Zustände,PZA
Audiovisueller Alarm,PZA
Mehrfachpräsentierobjekt für mehrere Informatonen,PZB
Fernsehgerät,PZB
Objekt zur Steuerung von Zugang oder Durchfluss,Q
Steuerungsobjekt,Q
Steuerobjekt für elektrischen Strom in einem Schaltkreis,QA
Stromsteuerungsobjekt,QA
"Stromsteuerungsobjekt in mechanischer Form nur unter
normalen Betriebsbedingungen",QAA
Schütz,QAA
Motoranlasser,QAA
